ID_USER;genero;monto;fecha;hora;dispositivo;establecimiento;ciudad;tipo_tc;linea_tc;interes_tc;status_txn;is_prime;dcto;cashback
19;F;60.7585501;19/01/2020;11;{'model': 2020, 'device_score': 1, 'os': '.'};Super;;Virtual;28000;42;En proceso;False;6.07585501;1.093653902
19;F;878.6056021;30/01/2020;7;{'model': 2020, 'device_score': 3, 'os': '%%'};;;Física;28000;42;Aceptada;False;0;8.786056021
19;F;105.0649153;8/01/2020;11;{'model': 2020, 'device_score': 1, 'os': 'ANDROID'};Restaurante;;Virtual;28000;42;Aceptada;False;10.50649153;1.891168476
19;F;567.3371532;25/01/2020;23;{'model': 2020, 'device_score': 2, 'os': 'ANDROID'};Super;;Física;28000;42;En proceso;False;0;5.673371532
19;F;566.7673933;15/01/2020;1;{'model': 2020, 'device_score': 4, 'os': 'WEB'};Farmacia;;Física;28000;42;Aceptada;False;0;5.667673933
19;F;407.0349166;25/01/2020;8;{'model': 2020, 'device_score': 4, 'os': 'ANDROID'};Super;;Virtual;28000;42;Aceptada;False;0;8.140698332
19;F;428.5217574;24/01/2020;22;{'model': 2020, 'device_score': 2, 'os': 'ANDROID'};Abarrotes;;Virtual;28000;42;En proceso;False;0;8.570435149
19;F;588.0450688;22/01/2020;5;{'model': 2020, 'device_score': 1, 'os': '%%'};Super;;Física;28000;42;Aceptada;False;0;5.880450688
19;F;619.0278896;7/01/2020;4;{'model': 2020, 'device_score': 1, 'os': '.'};Abarrotes;;Virtual;28000;42;Aceptada;False;0;12.38055779
19;F;490.1165458;28/01/2020;12;{'model': 2020, 'device_score': 5, 'os': '.'};Farmacia;;Física;28000;42;En proceso;False;0;4.901165458
19;F;837.7639764;21/01/2020;7;{'model': 2020, 'device_score': 3, 'os': 'WEB'};Farmacia;;Virtual;28000;42;En proceso;False;0;16.75527953
19;F;186.3823064;28/01/2020;1;{'model': 2020, 'device_score': 3, 'os': 'ANDROID'};MPago;;Física;28000;42;Aceptada;False;0;1.863823064
19;F;997.1287346;11/01/2020;17;{'model': 2020, 'device_score': 4, 'os': 'WEB'};;;Física;28000;42;En proceso;False;99.71287346;8.974158612
19;F;705.4628872;22/01/2020;9;{'model': 2020, 'device_score': 4, 'os': '.'};N/A;;Física;28000;42;Aceptada;False;70.54628872;6.349165985
20;F;635.4846958;21/01/2020;21;{'model': 2020, 'device_score': 1, 'os': 'ANDROID'};Restaurante;;Física;27000;46;Aceptada;True;0;6.354846958
20;F;684.8545824;3/01/2020;4;{'model': 2020, 'device_score': 2, 'os': '%%'};MPago;;Física;27000;46;En proceso;True;0;6.848545824
20;F;345.2404467;19/01/2020;12;{'model': 2020, 'device_score': 2, 'os': '.'};N/A;;Física;27000;46;Aceptada;True;0;3.452404467
20;F;289.7266305;25/01/2020;1;{'model': 2020, 'device_score': 2, 'os': 'ANDROID'};Farmacia;;Virtual;27000;46;En proceso;True;0;5.794532611
21;M;34.65845211;6/01/2020;23;{'model': 2020, 'device_score': 4, 'os': '%%'};Super;Monterrey;Física;99000;45;Aceptada;False;3.465845211;0.311926069
21;M;737.3401792;24/01/2020;20;{'model': 2020, 'device_score': 1, 'os': '.'};Restaurante;Monterrey;Virtual;99000;45;Aceptada;False;0;14.74680358
21;M;313.8716797;25/01/2020;6;{'model': 2020, 'device_score': 2, 'os': 'ANDROID'};MPago;Monterrey;Física;99000;45;Aceptada;False;0;3.138716797
21;M;866.2378496;20/01/2020;14;{'model': 2020, 'device_score': 2, 'os': 'ANDROID'};Farmacia;Monterrey;Virtual;99000;45;Aceptada;False;86.62378496;15.59228129
21;M;283.2662307;28/01/2020;4;{'model': 2020, 'device_score': 1, 'os': '%%'};Farmacia;Monterrey;Virtual;99000;45;En proceso;False;0;5.665324613
21;M;972.9337878;9/01/2020;23;{'model': 2020, 'device_score': 5, 'os': 'WEB'};Abarrotes;Monterrey;Física;99000;45;Aceptada;False;0;9.729337878
22;M;631.8958296;6/01/2020;3;{'model': 2020, 'device_score': 5, 'os': '.'};NA;Merida;Física;73000;40;Rechazada;False;63.18958296;5.687062466
22;M;976.3313818;9/01/2020;21;{'model': 2020, 'device_score': 4, 'os': '%%'};Farmacia;Merida;Virtual;73000;40;En proceso;False;0;19.52662764
22;M;761.3511412;28/01/2020;18;{'model': 2020, 'device_score': 1, 'os': '.'};NA;Merida;Virtual;73000;40;Aceptada;False;76.13511412;13.70432054
22;M;662.6060306;9/01/2020;16;{'model': 2020, 'device_score': 3, 'os': 'ANDROID'};N/A;Merida;Física;73000;40;Aceptada;False;0;6.626060306
22;M;715.2173519;6/01/2020;10;{'model': 2020, 'device_score': 2, 'os': '.'};N/A;Merida;Virtual;73000;40;Aceptada;False;71.52173519;12.87391233
22;M;66.32336839;19/01/2020;22;{'model': 2020, 'device_score': 1, 'os': '%%'};Abarrotes;Merida;Física;73000;40;Aceptada;False;0;0.663233684
23;M;692.8823661;15/01/2020;9;{'model': 2020, 'device_score': 3, 'os': '%%'};Restaurante;Monterrey;Física;63000;49;Rechazada;False;69.28823661;6.235941295
23;M;402.7669376;7/01/2020;4;{'model': 2020, 'device_score': 4, 'os': '%%'};;Monterrey;Física;63000;49;Rechazada;False;0;4.027669376
23;M;623.3566392;22/01/2020;10;{'model': 2020, 'device_score': 4, 'os': 'ANDROID'};N/A;Monterrey;Física;63000;49;Aceptada;False;62.33566392;5.610209753
24;M;353.094712;9/01/2020;16;{'model': 2020, 'device_score': 2, 'os': 'ANDROID'};Restaurante;;Virtual;81000;54;En proceso;False;0;7.061894241
24;M;79.87989242;12/01/2020;16;{'model': 2020, 'device_score': 2, 'os': 'WEB'};N/A;;Virtual;81000;54;Aceptada;False;0;1.597597848
25;M;785.6938166;5/01/2020;14;{'model': 2020, 'device_score': 5, 'os': 'WEB'};Abarrotes;NA;Virtual;27000;62;Aceptada;False;78.56938166;14.1424887
25;M;752.7473575;16/01/2020;13;{'model': 2020, 'device_score': 5, 'os': '.'};N/A;NA;Virtual;27000;62;Aceptada;False;0;15.05494715
26;M;959.3842695;29/01/2020;20;{'model': 2020, 'device_score': 3, 'os': '%%'};;Monterrey;Virtual;50000;32;Aceptada;False;0;19.18768539
26;M;639.4574484;8/01/2020;13;{'model': 2020, 'device_score': 4, 'os': '%%'};Super;Monterrey;Virtual;50000;32;Aceptada;False;63.94574484;11.51023407
27;F;317.2962767;22/01/2020;13;{'model': 2020, 'device_score': 2, 'os': 'WEB'};Farmacia;N/A;Física;73000;58;Aceptada;False;0;3.172962767
27;F;999.3514183;3/01/2020;7;{'model': 2020, 'device_score': 1, 'os': 'ANDROID'};NA;N/A;Física;73000;58;Rechazada;False;0;9.993514183
27;F;864.24071;3/01/2020;18;{'model': 2020, 'device_score': 1, 'os': '%%'};;N/A;Virtual;73000;58;Aceptada;False;0;17.2848142
27;F;861.8657164;2/01/2020;4;{'model': 2020, 'device_score': 1, 'os': 'WEB'};Super;N/A;Física;73000;58;Aceptada;False;0;8.618657164
27;F;332.1103325;7/01/2020;22;{'model': 2020, 'device_score': 4, 'os': '.'};N/A;N/A;Física;73000;58;En proceso;False;0;3.321103325
27;F;808.0745545;7/01/2020;10;{'model': 2020, 'device_score': 3, 'os': 'WEB'};MPago;N/A;Física;73000;58;Rechazada;False;0;8.080745545
27;F;779.0121649;9/01/2020;9;{'model': 2020, 'device_score': 4, 'os': '%%'};Abarrotes;N/A;Física;73000;58;Aceptada;False;77.90121649;7.011109484
27;F;741.7699755;5/01/2020;16;{'model': 2020, 'device_score': 5, 'os': '%%'};N/A;N/A;Física;73000;58;Rechazada;False;0;7.417699755
27;F;89.59791528;11/01/2020;19;{'model': 2020, 'device_score': 4, 'os': '.'};NA;N/A;Física;73000;58;Aceptada;False;8.959791528;0.806381238
27;F;174.1359555;18/01/2020;18;{'model': 2020, 'device_score': 3, 'os': '.'};NA;N/A;Virtual;73000;58;En proceso;False;17.41359555;3.134447198
27;F;660.2890394;22/01/2020;17;{'model': 2020, 'device_score': 3, 'os': '%%'};Farmacia;N/A;Virtual;73000;58;Aceptada;False;66.02890394;11.88520271
27;F;881.9959251;25/01/2020;12;{'model': 2020, 'device_score': 4, 'os': 'ANDROID'};Farmacia;N/A;Física;73000;58;Aceptada;False;176.399185;7.055967401
27;F;949.8852539;2/01/2020;12;{'model': 2020, 'device_score': 4, 'os': '%%'};;N/A;Física;73000;58;Aceptada;False;0;9.498852539
27;F;78.36063584;7/01/2020;5;{'model': 2020, 'device_score': 1, 'os': '.'};Abarrotes;N/A;Física;73000;58;En proceso;False;0;0.783606358
27;F;58.58122951;12/01/2020;4;{'model': 2020, 'device_score': 3, 'os': '.'};NA;N/A;Física;73000;58;Rechazada;False;0;0.585812295
27;F;351.0335439;8/01/2020;7;{'model': 2020, 'device_score': 1, 'os': 'ANDROID'};Farmacia;N/A;Virtual;73000;58;Aceptada;False;0;7.020670877
27;F;797.5858862;6/01/2020;2;{'model': 2020, 'device_score': 5, 'os': '.'};NA;N/A;Física;73000;58;Aceptada;False;0;7.975858862
27;F;39.55001804;14/01/2020;10;{'model': 2020, 'device_score': 3, 'os': '%%'};Restaurante;N/A;Virtual;73000;58;En proceso;False;0;0.791000361
28;F;132.3642777;24/01/2020;8;{'model': 2020, 'device_score': 2, 'os': '.'};N/A;NA;Virtual;46000;38;Aceptada;True;13.23642777;2.382556998
28;F;648.4516695;5/01/2020;13;{'model': 2020, 'device_score': 5, 'os': 'ANDROID'};NA;NA;Virtual;46000;38;Rechazada;True;0;12.96903339
28;F;174.838368;30/01/2020;10;{'model': 2020, 'device_score': 4, 'os': 'ANDROID'};;NA;Virtual;46000;38;Aceptada;True;17.4838368;3.147090623
28;F;14.50330966;30/01/2020;6;{'model': 2020, 'device_score': 3, 'os': 'WEB'};Farmacia;NA;Física;46000;38;Aceptada;True;1.450330966;0.130529787
28;F;91.5122577;14/01/2020;4;{'model': 2020, 'device_score': 5, 'os': '.'};N/A;NA;Física;46000;38;Aceptada;True;0;0.915122577
28;F;311.4640855;4/01/2020;16;{'model': 2020, 'device_score': 5, 'os': 'ANDROID'};MPago;NA;Física;46000;38;Rechazada;True;0;3.114640855
28;F;140.7517963;30/01/2020;5;{'model': 2020, 'device_score': 4, 'os': 'WEB'};Restaurante;NA;Física;46000;38;Aceptada;True;0;1.407517963
28;F;557.697458;30/01/2020;6;{'model': 2020, 'device_score': 2, 'os': 'ANDROID'};Restaurante;NA;Virtual;46000;38;Aceptada;True;0;11.15394916
28;F;979.2473925;11/01/2020;1;{'model': 2020, 'device_score': 3, 'os': '%%'};MPago;NA;Física;46000;38;Aceptada;True;97.92473925;8.813226532
28;F;501.7734474;9/01/2020;15;{'model': 2020, 'device_score': 4, 'os': '%%'};NA;NA;Virtual;46000;38;Rechazada;True;50.17734474;9.031922052
28;F;421.0491592;19/01/2020;18;{'model': 2020, 'device_score': 3, 'os': 'ANDROID'};NA;NA;Física;46000;38;Aceptada;True;0;4.210491592
28;F;350.0045899;27/01/2020;6;{'model': 2020, 'device_score': 3, 'os': '%%'};N/A;NA;Virtual;46000;38;Rechazada;True;35.00045899;6.300082619
28;F;542.380919;27/01/2020;4;{'model': 2020, 'device_score': 1, 'os': 'WEB'};Farmacia;NA;Física;46000;38;Rechazada;True;0;5.42380919
28;F;651.1433538;24/01/2020;18;{'model': 2020, 'device_score': 5, 'os': 'ANDROID'};Farmacia;NA;Virtual;46000;38;Aceptada;True;0;13.02286708
28;F;427.1474088;11/01/2020;21;{'model': 2020, 'device_score': 3, 'os': 'WEB'};MPago;NA;Física;46000;38;Aceptada;True;0;4.271474088
28;F;15.93006372;29/01/2020;18;{'model': 2020, 'device_score': 5, 'os': 'WEB'};Restaurante;NA;Física;46000;38;En proceso;True;0;0.159300637
28;F;747.5624254;20/01/2020;14;{'model': 2020, 'device_score': 5, 'os': '%%'};;NA;Virtual;46000;38;Aceptada;True;74.75624254;13.45612366
28;F;100.3383057;16/01/2020;19;{'model': 2020, 'device_score': 4, 'os': 'WEB'};Restaurante;NA;Física;46000;38;Aceptada;True;0;1.003383057
28;F;542.7425377;17/01/2020;4;{'model': 2020, 'device_score': 2, 'os': '%%'};MPago;NA;Física;46000;38;Aceptada;True;0;5.427425377
28;F;170.6299717;12/01/2020;8;{'model': 2020, 'device_score': 5, 'os': 'ANDROID'};Farmacia;NA;Virtual;46000;38;En proceso;True;17.06299717;3.07133949
29;F;257.4966083;19/01/2020;19;{'model': 2020, 'device_score': 4, 'os': 'ANDROID'};MPago;Guadalajara;Física;62000;34;Aceptada;False;0;2.574966083
29;F;410.1874443;18/01/2020;10;{'model': 2020, 'device_score': 5, 'os': 'WEB'};NA;Guadalajara;Física;62000;34;Aceptada;False;0;4.101874443
29;F;847.8709604;21/01/2020;16;{'model': 2020, 'device_score': 2, 'os': 'WEB'};N/A;Guadalajara;Virtual;62000;34;Aceptada;False;0;16.95741921
29;F;501.2713835;11/01/2020;19;{'model': 2020, 'device_score': 4, 'os': '%%'};MPago;Guadalajara;Física;62000;34;Aceptada;False;0;5.012713835
29;F;227.9630598;2/01/2020;21;{'model': 2020, 'device_score': 5, 'os': '.'};NA;Guadalajara;Virtual;62000;34;Rechazada;False;0;4.559261195
29;F;339.634062;7/01/2020;13;{'model': 2020, 'device_score': 3, 'os': '%%'};N/A;Guadalajara;Virtual;62000;34;Aceptada;False;0;6.79268124
30;F;151.0812836;10/01/2020;11;{'model': 2020, 'device_score': 5, 'os': '%%'};Restaurante;;Física;85000;64;En proceso;False;30.21625672;1.208650269
30;F;296.8802652;7/01/2020;3;{'model': 2020, 'device_score': 3, 'os': '%%'};Super;;Física;85000;64;Aceptada;False;29.68802652;2.671922386
